ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
EasternLuobuohe-469_day-1,,EasternLuobuohe,469_day,qo⁰⁵ŋɢwaŋ³¹,qo⁰⁵ŋɢwaŋ³¹,q o ⁰/⁵ + ⁿɢ w a ŋ ³¹,,Chen2012,,,^q o ⁰⁵ ŋɢ w a ŋ ³¹$,default
WesternLuobuohe-469_day-1,,WesternLuobuohe,469_day,ʔə⁰²ŋɢwɑŋ³¹,ʔə⁰²ŋɢwɑŋ³¹,ʔ ə ⁰/² + ⁿɢ w ɑ ŋ ³¹,,Chen2012,,,^ʔ ə ⁰² ŋɢ w ɑ ŋ ³¹$,default
Chuanqiandian-469_day-1,,Chuanqiandian,469_day,nto³¹,nto³¹,ⁿt o ³¹,,Chen2012,,,^nt o ³¹$,default
CentralGuizhouChuanqiandian-469_day-1,,CentralGuizhouChuanqiandian,469_day,ŋqə̃⁵⁵,ŋqə̃⁵⁵,ⁿq ə̃ ⁵⁵,,Chen2012,,,^ŋq ə̃ ⁵⁵$,default
SouthernGuizhouChuanqiandian-469_day-1,,SouthernGuizhouChuanqiandian,469_day,ntoŋ⁵³,ntoŋ⁵³,ⁿt o ŋ ⁵³,,Chen2012,,,^nt o ŋ ⁵³$,default
NortheastYunnanChuanqiandian-469_day-1,,NortheastYunnanChuanqiandian,469_day,ndɦu³⁵,ndɦu³⁵,ⁿdʱ u ³⁵,,Chen2012,,,^ndɦ u ³⁵$,default
WesternXiangxi-469_day-1,,WesternXiangxi,469_day,tɑ³⁵pʐɑ³⁵n̥e³⁵,tɑ³⁵pʐɑ³⁵n̥e³⁵,t ɑ ³⁵ + p ʐ ɑ ³⁵ + n̥ e ³⁵,,Chen2012,,,^t ɑ ³⁵ pʐ ɑ ³⁵ n̥ e ³⁵$,default
EasternXiangxi-469_day-1,,EasternXiangxi,469_day,pja⁵³vei³¹,pja⁵³vei³¹,p j a ⁵³ + v ei ³¹,,Chen2012,,,^p j a ⁵³ v ei ³¹$,default
NorthernQiandong-469_day-1,,NorthernQiandong,469_day,vɛ⁵⁵,vɛ⁵⁵,v ɛ ⁵⁵,,Chen2012,,,^v ɛ ⁵⁵$,default
EasternQiandong-469_day-1,,EasternQiandong,469_day,qa³³ʑi²²,qa³³ʑi²²,q a ³³ + ʑ i ²²,,Chen2012,,,^q a ³³ ʑ i ²²$,default
SouthernQiandong-469_day-1,,SouthernQiandong,469_day,kwan¹³ŋo³¹,kwan¹³ŋo³¹,k w a n ¹³ + ŋ o ³¹,,Chen2012,,,^kw a n ¹³ ŋ o ³¹$,default
WesternQiandong-469_day-1,,WesternQiandong,469_day,vei⁵⁵,vei⁵⁵,v ei ⁵⁵,,Chen2012,,,^v ei ⁵⁵$,default
WesternBaheng-469_day-1,,WesternBaheng,469_day,ʔa⁰³waŋ³³,ʔa⁰³waŋ³³,ʔ a ⁰/³ + w a ŋ ³³,,Chen2012,,,^ʔ a ⁰³ w a ŋ ³³$,default
EasternBaheng-469_day-1,,EasternBaheng,469_day,la⁰³waŋ³³,la⁰³waŋ³³,l a ⁰/³ + w a ŋ ³³,,Chen2012,,,^l a ⁰³ w a ŋ ³³$,default
Dongnu-469_day-1,,Dongnu,469_day,tɕi³¹ŋkoŋ¹³,tɕi³¹ŋkoŋ¹³,tɕ i ³¹ + ⁿk o ŋ ¹³,,Chen2012,,,^tɕ i ³¹ ŋk o ŋ ¹³$,default
Nunu-469_day-1,,Nunu,469_day,koŋ⁴²,koŋ⁴²,k o ŋ ⁴²,,Chen2012,,,^k o ŋ ⁴²$,default
Numao-469_day-1,,Numao,469_day,ŋkuŋ⁵⁵,ŋkuŋ⁵⁵,ⁿk u ŋ ⁵⁵,,Chen2012,,,^ŋk u ŋ ⁵⁵$,default
Bana-469_day-1,,Bana,469_day,la⁰⁴gwaŋ³¹³,la⁰⁴gwaŋ³¹³,l a ⁰/⁴ + g w a ŋ ³¹³,,Chen2012,,,^l a ⁰⁴ gw a ŋ ³¹³$,default
Younuo-469_day-1,,Younuo,469_day,ŋo¹³,ŋo¹³,ŋ o ¹³,,Chen2012,,,^ŋ o ¹³$,default
She-469_day-1,,She,469_day,kwaŋ³¹,kwaŋ³¹,k w a ŋ ³¹,,Chen2012,,,^kw a ŋ ³¹$,default
Jiongnai-469_day-1,,Jiongnai,469_day,ŋkwaŋ³³,ŋkwaŋ³³,ⁿk w a ŋ ³³,,Chen2012,,,^ŋk w a ŋ ³³$,default
