Grapheme	IPA	SCA	FREQUENCY	EXAMPLES
ə̃	ə̃	E	73	"ŋqə̃⁵⁵;n̥ə̃²⁴;tə⁰²qə̃²⁴;qə⁰²mpə̃⁴²;tə̃²⁴lã³¹"
ɛu	ɛu	E	2	"ɕɛu³⁵;ʑɛu³¹"
x	x	G	30	"juŋ³¹xo³³ʔuŋ³¹;ʔə⁰²joŋ³¹xo³¹ʔoŋ³¹;ʔa⁰²xu⁵⁵;ʔə⁰²xu⁵⁵;tə⁰²pleu³¹xu⁵⁵"
ɣ	ɣ	G	48	"pɔ¹³ɣi⁴⁴;fa⁵³ɣe³³;van³¹ɣɔ¹³;na³¹ɣeu³¹nəu³⁵;ȵe³³ɣou³¹"
χ	χ	G	21	"ʔə⁰²χu³¹;mbja³³tə⁰²pləu³¹χu⁵⁵;ʔə⁰²χu³¹χu³¹;ʔə⁰²χu³¹χu³¹;ʔa⁰²χwen³³qwa³¹"
^x	x	G	103	"xɯ³³;xun³³;xun³³;xan²⁴dzu⁴²;xji⁵⁴fu³³"
^ɣ	ɣ	G	143	"ɣoŋ⁵⁵hə⁵³ʔə³³;ɣam³¹heu³⁵ʔu¹³;ɣəŋ¹³;ɣan³¹;ɣan³¹"
^χ	χ	G	25	"χu⁵⁵vi⁵⁵;χu⁵⁵ȵdʑuŋ²⁴;χo³³ʑo³¹;χu³¹ʔuŋ³¹;χo⁵⁵tʰoŋ³¹"
xʰ	xʰ	G	4	"qa³³ɬju⁵³xʰen⁴⁴;ɣo³³xʰə³³;ʑa³⁵xʰa³⁵;pɔ⁵⁵xʰaŋ³³"
^xʰ	xʰ	G	19	"xʰuæ⁴⁴ʔeu⁴⁴;xʰə³³;xʰæ̃⁴⁴vei⁵⁵;xʰæ̃⁴⁴ɬæ̃⁵⁵;xʰæ̃⁴⁴tjuŋ⁴⁴"
h	h	H	151	"ʔa⁰²hu⁴²;ʐaŋ³¹hou³³tɬe³³;ʐã⁵⁵hə⁴²ʔõ²⁴;tɑ³⁵ʐoŋ³¹hu⁴⁴ʔu³⁵;ɣoŋ⁵⁵hə⁵³ʔə³³"
ɦ	ɦ	H	1	tu²¹ɦo²³²
ʔ	ʔ	H	327	"qʰoŋ³¹ʔaŋ³⁵n̥ei³⁵;tɬaŋ⁴³ʔoŋ⁴⁴;tə⁰²ʔõ⁴²;ten⁴⁴ʔen⁴⁴;juŋ³¹xo³³ʔuŋ³¹"
^h	h	H	503	"ha³³no⁴⁴;hoŋ³²;hut⁴⁴neŋ⁴⁴;haɯ⁵⁵po¹¹;hau¹³"
^ɦ	ɦ	H	5	"ɦoŋ²²;ɦaŋ¹³;ɦaŋ¹³;ɦo²³²;ɦa¹³"
^ʔ	ʔ	H	1346	"ʔə⁰²ŋɢwɑŋ³¹;ʔa⁰³waŋ³³;ʔə⁰²n̥ɑ³¹;ʔa⁵³nai⁴⁴;ʔa⁰²ɬa²⁴"
ʔh	ˀh	H	0	
^ʔh	ˀh	H	2	"ʔhe³¹³;ʔhei³¹³"
i	i	I	3138	"qa³³ʑi²²;tɕi³¹ŋkoŋ¹³;la⁰⁴ni¹³;n̥i²¹tau³¹;ɬi⁴⁴"
ĩ	ĩ	I	19	"tĩ³¹nĩ³¹;tĩ³¹nĩ³¹;sĩ⁴²;mĩ³¹;ŋqĩ²⁴"
ɪ	ɪ	I	22	"tsʰɪn³⁵;tɪ⁴⁴;kua³²ʈɪ²¹;pu⁴²mpʐɪ²¹;wu¹³ʐɪ³²"
ɯ	ɯ	I	321	"ʔu³⁵ɕɯ⁵³;tɯ⁵³;tɯ¹¹;tɑ³⁵tɯ³⁵;ne⁴⁴kɯ⁴⁴"
ɿ	ɿ	I	185	"sɿ⁵⁵təɯ⁵³;bei⁵⁵sɿ⁵⁵;tsɿ³⁵lei³¹;sa²⁴tsɿ³³;ha¹³tsɿ³³"
ʅ	ʅ	I	14	"tʂʅ⁵⁵;ʔa⁵⁵ɳʈʂʅ¹¹ntau³³;ʔa³³tʂʅ³³;ʔa⁵⁵ɖʅ⁵³;ʈua³²ʂʅ¹¹"
^i	i	I	2	"in⁵³tsɿ⁰³;in⁴⁴"
^ɪ	ɪ	I	0	
^ɯ	ɯ	I	0	
i$	i	I	0	
iː	iː	I	14	"tiːŋ³⁵;tiːŋ⁵¹;kjiːm³³mun³³;ŋoːŋ³³kjiːn³⁵;biːŋ³⁵"
ɯa	ɯa	I	2	"vɯa³⁵;mɯa²²"
^iː	iː	I	0	
^ɯa	ɯa	I	0	
j	j	J	2378	"pja⁵³vei³¹;ye³¹ljaŋ³¹;tʰjan⁵³ɕin⁵³tsi¹³;tjaŋ³⁵;ʔə⁰²joŋ³¹xo³¹ʔoŋ³¹"
^j	j	J	159	"juŋ³¹xo³³ʔuŋ³¹;joŋ³³hɔ⁵³ʔaŋ³⁵;je⁴²;jo²¹y²¹;jin⁴⁴"
jw	ɥ	J	0	
wj	wj/ɥ	J	4	"ŋuŋ³¹wjaŋ³¹;tsin²³¹wjaːŋ³¹;to²²wjaŋ³¹;kau²⁴wjaŋ³¹"
ʔj	ˀj	J	19	"qo⁰⁵ʔjuŋ⁵⁵;ʔa⁰²ʔji³¹;ʔə⁰²ʔje³¹;sə³¹ʔjuŋ²⁴mo³¹tə⁰²wai²⁴;qo⁰⁵ʔjaŋ³¹"
^jw	ɥ	J	0	
^ʔj	ˀj	J	18	"ʔjy³¹qwɑ³⁵qlo³¹;ʔjy³¹tɕu⁵⁵;ʔji³⁵;ʔjuŋ²⁴ku³¹;ʔjen³⁵lɑŋ³⁵"
g	g	K	46	"pa³³gaːŋ³⁵;ʔa⁵⁵gy⁵⁵;ʔa⁰³gɯ¹³;tɬjeu³⁵ge²²;mu³¹goːŋ⁵³tsuŋ³³"
k	k	K	630	"nɔ²²kɔ⁵⁵;tə³¹koŋ³³;kuŋ⁵⁵kaŋ⁵⁵;hu⁴⁴jak⁵⁵;bja⁴⁴kuŋ⁴⁴"
q	q	K	302	"taŋ³¹qaŋ³¹;tɑŋ³¹qɑŋ³¹;n̥o⁴³qo⁴³;tə⁰²qə̃²⁴;n̥u⁵⁵qu⁵⁵"
ɢ	ɢ	K	0	
^g	g	K	132	"guŋ³³;glaŋ³¹;gjiŋ³³;gjau³⁵;gjau³⁵taːi³⁵"
^k	k	K	1552	"koŋ⁴²;kuŋ³³;ka³³nteŋ⁴⁴;kuŋ⁵⁵kaŋ⁵⁵;kau⁴⁴"
^q	q	K	915	"qo⁰⁵ŋɢwaŋ³¹;qa³³ʑi²²;qo⁰⁵na³¹;qə⁰²ɬa⁴²;qe³⁵ɬɑ⁵³"
^ɢ	ɢ	K	6	"ɢau³¹;ɢau³¹;ɢo⁵⁵;ɢaŋ¹³;ɢai¹³"
gɦ	gʱ	K	5	"tsɿ³³gɦau³⁵tai¹¹;lu⁵⁵gɦau³¹ɬi³³;lu⁵⁵gɦau³¹ʔi⁵⁵ɬi³³;lu⁵⁵gɦau³¹ʔa⁵⁵ɬi³³;li¹¹gɦau¹¹"
kʰ	kʰ	K	137	"pje⁵⁵fu²²kʰɔ³⁵;tʰɔ⁵³kʰju²²tsin³⁵;kʰuŋ⁴⁴kʰuŋ⁴⁴;ta⁰³kʰuŋ⁵⁵;nu⁴²kʰei¹³"
qʰ	qʰ	K	47	"tə⁰²qʰoŋ⁵⁵vi⁵⁵;qo³⁵qʰu⁴⁴;ʔa⁰³qʰoŋ³¹;la⁰³qʰuŋ³¹³;tə⁰³qʰaŋ⁵⁵"
ŋg	ⁿg	K	7	"qo⁰⁵ŋguŋ³¹;ʔə⁰²ŋgoŋ³¹;ʔa⁰²vi⁵⁵ŋguŋ³¹;qo⁰⁵ŋguŋ³¹;jə⁰²ŋgoŋ³¹"
ŋk	ⁿk	K	38	"tɕi³¹ŋkoŋ¹³;hu⁴⁴kli⁴⁴ŋklai⁵⁵;tə̃²⁴ŋko²²;ʃei⁵⁵ŋkjəu¹¹;qʰau³⁵ŋkwi⁵⁵"
ŋq	ⁿq	K	23	"soŋ⁴⁴ŋqoŋ⁴⁴;ʔa⁰²ŋqa³³;ʔə⁰²ŋqɑ³³;nõ²²ŋqu²⁴;tɑ³⁵ŋqo³⁵"
ŋɢ	ⁿɢ	K	12	"qo⁰⁵ŋɢwaŋ³¹;ʔə⁰²ŋɢwɑŋ³¹;ʔa⁰²ŋɢo³³;ʔə⁰²ŋɢo⁵⁵;qo⁰⁵ŋɢɛ³¹tsʰe³¹li²⁴vei⁵⁵"
ɢɦ	ɢʰ	K	6	"ti⁵⁵ɢɦau¹¹;tsɿ³³ɢɦey³⁵xu³³;tsɿ³³ɢɦau³⁵;qo⁵⁵ɢɦo³¹;ŋkau⁵⁵ŋkau⁵⁵ɢɦo³¹"
^gɦ	gʰ	K	11	"gɦau³¹;gɦau³¹ʔi⁵⁵;gɦau³¹ʔa⁵⁵;gɦau³¹tsɿ⁵⁵;gɦau³¹tɬau⁵⁵"
^kh	kʰ	K	1	khæ̃⁴⁴væ̃⁵⁵
^kʰ	kʰ	K	314	"kʰa⁵³;kʰei¹³;kʰuŋ⁴⁴kʰuŋ⁴⁴;kʰuŋ⁵³;kʰot⁵⁵"
^qʰ	qʰ	K	127	"qʰa³⁵n̥ei⁵³;qʰaŋ³³nei²⁴;qʰoŋ³¹ʔaŋ³⁵n̥ei³⁵;qʰa⁵⁵tʰjəu³³;qʰuŋ⁵⁵vei⁵⁵"
^ŋg	ⁿg	K	9	"ŋga³¹ʑu⁵⁵;ŋgɑ³¹ʑu⁵⁵;ŋgo³³;ŋgo³¹;ŋgo³¹"
^ŋk	ⁿk	K	145	"ŋkuŋ⁵⁵;ŋkwaŋ³³;ŋkjəŋ³³;ŋkə²²;ŋkja⁴⁴"
^ŋq	ⁿq	K	58	"ŋqə̃⁵⁵;ŋqua⁴³;ŋqa⁵⁵;ŋqua⁴³;ŋqa⁵⁵"
^ŋɢ	ⁿɢ	K	13	"ŋɢɛ³¹ʑu⁵⁵;ŋɢɛ³¹ʑuŋ³¹;ŋɢɛ³¹mpzi²⁴;ŋɢɛ³¹ʐuŋ²⁴;ŋɢɛ³¹ndza⁵⁵"
^ɢɦ	ɢʱ	K	5	"ɢɦɯ³⁵ɖɦaɯ³⁵;ɢɦɯ³⁵;ɢɦau³¹;ɢɦɯ¹¹;ɢɦu³⁵qɯ⁵⁵"
nkʰ	ⁿkʰ	K	0	
nqʰ	ⁿqʰ	K	0	
ŋgɦ	ⁿgʱ	K	4	"ti⁵⁵ŋgɦau³⁵;so³³ŋgɦey³⁵;ʂaɯ⁵⁵ŋgɦau¹¹;ȵɦi³¹ŋgɦau³¹"
ŋkh	ⁿkʰ	K	0	
ŋkʰ	ⁿkʰ	K	11	"ʔa⁰²ŋkʰo³³;ʔə⁰²ŋkʰo³³;je⁴⁴ŋkʰjeu⁴⁴;ntsu⁵⁵ŋkʰa³¹;qə⁰²ŋkʰə¹³"
ŋqʰ	ⁿqʰ	K	4	"ti⁵⁵ŋqʰa⁵⁵;tə⁰²ŋqʰɛ³¹;ʔə⁰²ʔji³¹ŋqʰe³¹;tɕi⁴⁴ŋqʰe⁴⁴"
ŋɢɦ	ⁿɢʱ	K	0	
^nkʰ	ⁿkʰ	K	0	
^nqʰ	ⁿqʰ	K	0	
^ŋgɦ	ⁿgʱ	K	12	"ŋgɦaɯ³⁵ɬaɯ³³;ŋgɦey³⁵;ŋgɦey³⁵tai¹¹;ŋgɦa³⁵;ŋgɦa³⁵vɦa¹¹"
^ŋkh	ⁿkʰ	K	0	
^ŋkʰ	ⁿkʰ	K	20	"ŋkʰeu⁴³;ŋkʰja⁴⁴;ŋkʰɔ⁵³;ŋkʰen⁴⁴;ŋkʰja⁴⁴ntɒŋ³⁵"
^ŋqʰ	ⁿqʰ	K	7	"ŋqʰai³¹;ŋqʰei³³;ŋqʰen³¹;ŋqʰe³³;ŋqʰa²⁴"
^ŋɢɦ	ⁿɢʱ	K	9	"ŋɢɦai³⁵;ŋɢɦai³⁵ȵɦu³⁵;ŋɢɦai³⁵ʑɦaɯ³⁵;ŋɢɦai³⁵mpa³³;ŋɢɦai³⁵dlo³¹"
l	l	L	680	"ye³¹ljaŋ³¹;la⁴⁴la⁴⁴;pɔ¹¹la³³;la⁰⁴la³⁵;kwan¹³la⁵⁴"
ɬ	ɬ	L	194	"ʔa⁰²ɬa²⁴;ʔə⁰²ɬɑ³⁵;qə⁰²ɬa⁴²;qe³⁵ɬɑ⁵³;ʔa⁰³ɬa⁵⁵"
ɭ	ɭ	L	7	"so²²ɭe²¹;pɭɔ³²moŋ¹³;pu⁴⁴ɭo³³ha⁴²;pɭɔ³²;ɭa²¹ɭæn³²"
^l	l	L	1034	"la⁰³waŋ³³;la⁰⁴gwaŋ³¹³;luŋ³¹;luə³¹;la⁰³n̥e³⁵"
^ɬ	ɬ	L	354	"ɬi⁴⁴;ɬi³³;ɬei⁴⁴;ɬo⁴²;ɬo⁴⁴"
^ɭ	ɭ	L	16	"ɭə⁵³;ɭæn⁵³;ɭa³²;ɭa⁴²;ɭa²¹ɭæn³²"
lɦ	lʱ	L	16	"so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵;ʔa³³lɦa³⁵;ʔa³³lɦa³⁵tɬu⁵⁵;ʔa⁵⁵ʑɦey¹¹lɦau¹¹;ʔa¹¹ʑɦey¹¹lɦau¹¹"
ɬj	ɬʲ	L	17	"qa⁰³ɬjo³⁵;qa³³ɬju⁵³xʰen⁴⁴;qa³³ɬju³³qʰo³³;qa³³ɬjɔ⁴⁴;qa³³ɬju³³"
ɬʰ	ɬʰ	L	3	"qa³³ɬʰɛ³³qʰo³³;ka³⁵ɬʰji⁵³;qa³³ɬʰa⁴⁴"
ʔl	ˀl	L	16	"tsuəŋ³³ʔlaŋ³³;ʔa⁰²ʔla⁵⁵;ʔə⁰²ʔlɑ⁵⁵;ka³³ʔle³³;ʔa⁰²ndaŋ³¹ʔlɛ³¹"
^lɦ	lʱ	L	8	"lɦie³⁵;lɦi¹¹;lɦau¹¹;lɦu³⁵;lɦo¹¹"
^ɬʰ	ɬʰ	L	25	"ɬʰa⁴⁴;ɬʰə⁴⁴;ɬʰaŋ³³;ɬʰo³⁵;ɬʰa⁴⁴"
^ʔl	ˀl	L	40	"ʔləu³³li¹³;ʔlaŋ¹³tʰu⁴²;ʔlaŋ¹³;ʔləu³³liaŋ³⁵;ʔlo¹³"
m	m	M	754	"ɣam³¹heu³⁵ʔu¹³;ntsa³¹məŋ⁴²pʰɔ³³;zoŋ²²miat⁴⁴;zəm⁴²;nam²²"
ʍ	ʍ	M	4	"me¹²ʍa⁴⁴;min³³ʍan³⁵;ʃi¹²ʍa³⁵;tʃʰu⁵⁵ʍa⁵⁵"
^m	m	M	840	"ma⁴²n̥aŋ³³;məu²¹;ma³⁵ʑe⁵³luŋ³¹;mo³⁵;maŋ⁵⁵"
^ʍ	ʍ	M	14	"ʍaŋ⁴⁴;ʍei³⁵;ʍai⁴⁴;ʍei³⁵;ʍai⁴⁴"
m$	m	M	0	
mɦ	mʱ	M	6	"ʔa⁵⁵mɦau³¹;tɬau⁵⁵mɦa¹¹;tsɿ⁵⁵mɦo¹¹;tsɿ³³mɦaɯ³⁵;hi³³mɦa³⁵"
m̥	m̥	M	50	"ʔə⁰²m̥ø³¹;ʔa⁵⁵m̥au⁵⁵;to³¹m̥u¹³;nu⁵⁵m̥au³³;tə⁰²m̥en⁵⁵"
ʔm	ˀm	M	0	
^mɦ	mʱ	M	4	"mɦa³⁵;mɦa¹¹;mɦa³⁵;mɦau¹¹"
^m̥	m̥	M	74	"m̥oŋ⁴³;m̥õ²⁴;m̥u³³;m̥ɔ²¹tsaŋ⁴²;m̥jɛn³⁵"
^ʔm	ˀm	M	6	"ʔma³³ʑaŋ¹³;ʔmje³³;ʔmuŋ³¹;ʔmaŋ⁵³;ʔmuŋ³¹"
n	n	N	2504	"kwan¹³ŋo³¹;qo⁰⁵na³¹;qʰaŋ³³nei²⁴;pɔ¹¹nei⁴⁴;la⁰⁴ni¹³"
ŋ	ŋ	N	4814	"qo⁰⁵ŋɢwaŋ³¹;ʔə⁰²ŋɢwɑŋ³¹;ntoŋ⁵³;kwan¹³ŋo³¹;ʔa⁰³waŋ³³"
ȵ	ȵ	N	200	"ʔa⁰³ȵei⁵⁵;qo⁰⁵lo⁵⁵ȵe³¹;ku¹³ȵa³¹³;to¹³ȵo²²;ʔa⁰²ȵin²⁴"
ɳ	ɳ	N	11	"ʔa⁵⁵mby⁵³ɳaɯ³³;qo³⁵ɳei⁴²mʐɯ²²;pei⁴²ɳa⁴²;tə⁰²ɳo³¹;qo³⁵ɳu³⁵"
^n	n	N	794	"noŋ²²;noŋ³³;nɔ²²kɔ⁵⁵;ne³³;ne³³taŋ²²"
^ŋ	ŋ	N	319	"ŋo¹³;ŋa⁵⁵ʑau¹¹;ŋo⁴²va¹³;ŋen⁴⁴;ŋo⁴²mpja³¹"
^ȵ	ȵ	N	353	"ȵe³³;ȵua¹³;ȵɑ³¹qo⁵³;ȵa³¹³pa³¹³;ȵi³¹"
^ɳ	ɳ	N	6	"ɳen³¹;ɳəŋ³²;ɳɔ³⁵noŋ⁵³tɕa⁴⁴;ɳɔ³⁵;ɳo⁴⁴"
n$	n	N	0	
nj	nʲ	N	84	"ʔa⁰³toŋ³³njo³¹;tɛ¹¹nja³⁵;qa³³njaŋ⁵⁵n̥ju⁴⁴;ne⁵⁵nju³³;tei⁵³njaŋ²²"
nɦ	nʱ	N	1	mbɦai¹¹nɦa¹¹
n̥	n̥	N	87	"tɑ³⁵pʐɑ³⁵n̥e³⁵;ʔə⁰²n̥ɑ³¹;qʰa³⁵n̥ei⁵³;qʰoŋ³¹ʔaŋ³⁵n̥ei³⁵;la⁰³n̥e³⁵"
ŋɦ	ŋʰ	N	0	
ŋ̥	ŋ̊	N	0	
ŋ̩	ŋ̍	N	0	
ȵɦ	ȵʱ	N	9	"ʔa⁵⁵ȵe⁵³ȵɦu³⁵;li³³bɦy³⁵ȵɦu³⁵;li³³qu⁵⁵ȵɦu³⁵;ku⁵⁵ȵɦu³⁵;pi³³tey³³ȵɦu³⁵"
ȵ̥	ȵ̥	N	32	"tɔ¹³ȵ̥u⁴⁴;qə⁰²ȵ̥õ²⁴mlə̃³¹;ʔa³³ȵ̥u⁵⁵ɖɦu¹¹;ntjaŋ³³ȵ̥uŋ¹³;tə⁰²ȵ̥in⁵⁵"
ʔn	ˀn	N	11	"qo⁰⁵ʔnen³¹;ʔə⁰²ʔnen³¹;tɕin³¹ʔnen³¹;n̥ɑ³¹ʔnoŋ⁵⁵;tʰan³³ʔnei⁵⁵"
ʔŋ	ˀŋ	N	0	
ʔȵ	ˀȵ	N	6	"qo⁰⁵ʔȵin³¹;ʔə⁰²ʔȵin³¹;ʔa³¹ʔȵin³¹;tɕin³¹ʔȵoŋ⁵⁵;kʰu²⁴ʔȵuŋ³¹"
^nj	nʲ	N	124	"njaŋ¹³;njaŋ⁵⁵poi³³;njen²²tɕi²²;njaŋ³³;njan²⁴"
^nɦ	nʱ	N	6	"nɦaɯ³⁵;nɦaɯ³⁵tɕaŋ⁵⁵;nɦa³¹tɬʰu³³;nɦau³⁵ʂu³³;nɦau³⁵ʂu³³tɕʰau³³"
^n̥	n̥	N	146	"n̥o⁴³;n̥ə̃²⁴;n̥u⁵⁵;n̥e³⁵;n̥ɛ³³"
^ŋɦ	ŋʰ	N	2	"ŋɦu¹¹;ŋɦɯ³¹"
^ŋ̥	ŋ̊	N	2	"ŋ̥a⁵³;ŋ̥ɔ³⁵"
^ŋ̩	ŋ̍	N	0	
^ȵɦ	ȵʱ	N	11	"ȵɦe³¹;ȵɦu³⁵;ȵɦu³⁵ʔa¹¹dɦy¹¹;ȵɦu³⁵vɦæɯ³⁵;ȵɦu³⁵ki³³ʈau³³"
^ȵ̥	ȵ̊	N	44	"ȵ̥eŋ⁴⁴;ȵ̥aŋ²⁴kei⁵³;ȵ̥u⁵³;ȵ̥uŋ¹³;ȵ̥e⁵⁵"
^ʔn	ˀn	N	10	"ʔnuŋ⁵³;ʔna³³;ʔnuŋ⁵³məɯ³¹;ʔnoŋ⁵⁵;ʔnei⁵⁵"
^ʔŋ	ˀŋ	N	0	
^ʔȵ	ˀȵ	N	8	"ʔȵaŋ⁵⁵;ʔȵoŋ⁵⁵;ʔȵuŋ³¹;ʔȵoŋ³¹;ʔȵiᶠ"
ɒ	ɒ	O	116	"hɒ⁴⁴;mpo³¹ʔɒŋ⁴⁴;kjɒŋ³³;ʔɒŋ⁴⁴;lɒŋ³⁵"
ɒi	ɒi	O	3	"tʃɒi⁴⁴;tʃa³¹tʃɒi³⁵;mpɒi¹²"
b	b	P	64	"ʔa⁵⁵bo⁵⁵lau³¹;ləɯ¹³tʰai³⁵bo³¹;ka⁵¹bo³¹;la⁰⁴bo³⁵;ʔa⁵⁵bo⁵⁵lau³¹"
p	p	P	690	"haɯ⁵⁵po¹¹;so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵;ʔtəu⁴²tʃəp⁴²;ʑap²²;ʔõ²⁴tə⁰²po⁴²"
^b	b	P	224	"ban⁵⁵;bja⁴⁴kuŋ⁴⁴;buŋ²¹;buŋ⁴²;biŋ²²"
^p	p	P	1447	"pja⁵³vei³¹;pɔ¹¹nei⁴⁴;pu³¹n̥oːi³³;pe⁵¹noːi¹¹;pɔ¹¹la³³"
bɦ	bʰ	P	7	"li³³bɦy³⁵ȵɦu³⁵;ki⁵⁵bɦo¹¹;ʔa⁵⁵bɦaɯ¹¹;ʔa³³bɦaɯ³⁵su¹¹lɦu¹¹;tʂʰo³³ʔa³³bɦaɯ³⁵su¹¹lɦu¹¹"
mb	ⁿb	P	63	"qo⁰⁵mbo²⁴;ʔə⁰²mbo³⁵;ʔa⁰²jy³¹mbaŋ³¹;ʔa⁰²luŋ³¹mbi³¹;ʔə⁰²loŋ³¹mbi³¹"
mp	ⁿp	P	115	"ʑe⁵⁵mpo³⁵;ɕe³¹mpo³⁵;qo⁰⁵mpaŋ²⁴;ʔə⁰²mpɑŋ³⁵;qə⁰²mpə̃⁴²"
ph	pʰ	P	0	
pʰ	pʰ	P	100	"ʔa⁰²pʰɔ³³;ntsa³¹məŋ⁴²pʰɔ³³;pʰuŋ¹³pʰuŋ¹³;ka³⁵pʰja⁵³;tei⁵³pʰa³⁵"
ʔp	ˀp	P	8	"va³⁵ʔpa¹³;ko²²ʔpi³³;gjai³⁵ʔpek⁴²;ʔʑa³³ʔpu³⁵;ʔtoːŋ³³ʔpek⁴²"
^bɦ	bʰ	P	5	"bɦaɯ¹¹;bɦaɯ³⁵;bɦau³⁵;bɦo³¹;bɦau³⁵"
^mb	ⁿb	P	19	"mbja³³tə⁰²pləu³¹χu⁵⁵;mben⁵⁵;mby³³;mbə³³;mbo³¹ȵin³¹"
^mp	ⁿp	P	229	"mpo⁴⁴;mpoŋ⁵⁵;mpu³³;mpe⁵³;mpaŋ⁵⁵"
^ph	pʰ	P	0	
^pʰ	pʰ	P	260	"pʰo³³;pʰo³³;pʰjo⁴⁴;pʰuəŋ¹³;pʰuŋ¹³pʰuŋ¹³"
^ʔp	ˀp	P	47	"ʔpaːm⁵³;ʔpan³⁵;ʔpu³¹;ʔpi³⁵;ʔpa³⁵"
mbɦ	ⁿbʰ	P	3	"ʔa⁵⁵mbɦə³⁵;ʔa⁵⁵ti¹¹mbɦə¹¹;ʔa³³mbɦə³⁵mpy¹¹"
mph	ⁿpʰ	P	0	
mpʰ	ⁿpʰ	P	19	"nto³¹mpʰo³³;tə⁰²mpʰje³³;tə⁰²mpʰje⁵⁵;tə̃²⁴mpʰe⁴²;te³⁵mpʰɑ⁴⁴"
npʰ	ⁿpʰ	P	0	
^mbɦ	ⁿbʱ	P	4	"mbɦai¹¹nɦa¹¹;mbɦɯ³¹;mbɦaɯ³⁵;mbɦa³⁵"
^mph	ⁿpʰ	P	1	mphe⁵⁵
^mpʰ	ⁿpʰ	P	20	"mpʰei⁴⁴tei³¹;mpʰa³⁵;mpʰei⁵³;mpʰai¹³ko³³;mpʰje³¹³"
^npʰ	ⁿpʰ	P	0	
r	r	R	1	qo⁰⁵ȵtɕi³¹mo³¹ar⁵⁵
ɹ	ɹ	R	6	"ʔa⁰²ʁɹɛ²⁴;ʔa⁰²ʐəu³³ʁɹəu³³;tə⁰²qɹen³¹;qɹaŋ²⁴;ʔi⁵⁵qɹəu³³tə⁰²puŋ²⁴"
ʁ	ʁ	R	22	"ʔə⁰²ʁei³¹;ʔə⁰²nɖo⁵⁵ʁo³¹;zu⁵⁵ʁu³¹pen⁵⁵;ʔa⁰²ʁɹɛ²⁴;ʔa⁰²ʁo⁵⁵"
^r	r	R	0	
^ɹ	ɹ	R	0	
^ʁ	ʁ	R	29	"ʁlei³¹;ʁo²⁴tə⁰²hu⁵⁵;ʁo²⁴ɳɖaŋ³¹;ʁo³¹;ʁo³¹"
s	s	S	351	"tə⁰²su³¹;ʔə⁰²su³¹;tɑ³⁵so³⁵;lai²⁴so⁴³;ljɑ²²so³⁵"
z	z	S	111	"ʔaŋ³³ze⁴²;qo⁰⁵zo⁵⁵;ki⁰³zəɯ³¹;nzu⁵⁵;nzõ⁴²"
ɕ	ɕ	S	117	"tʰjan⁵³ɕin⁵³tsi¹³;ho³³ɕen³³;ʔu³⁵ɕɯ⁵³;ʔŋ̩¹³lau⁵³ɕi⁴⁴;qo³⁵ne³¹qo³⁵ɕi⁴⁴"
ʂ	ʂ	S	39	"ʔa⁰²ʂa⁵²;to⁴³ʂaŋ⁴³to⁴³ȵa¹³;tə̃²⁴ʂã²⁴;qo⁰⁵ʂei⁵⁵;tu³²ʂe¹¹"
ʃ	ʃ	S	20	"mun³³ʃei⁵¹kjin³⁵;mun³³ʃa¹¹;ka⁵⁵hoːn¹¹ʃei⁵¹;pə³¹ʃaŋ⁴⁴;pji⁵³ʃai¹¹"
ʐ	ʐ	S	87	"tɑ³⁵ʐoŋ³¹hu⁴⁴ʔu³⁵;ʔau³³ʐe³³;qo³⁵ʐei³¹;qə⁰²ʐɛ²⁴;qo³⁵ʐɯ³⁵"
ʑ	ʑ	S	279	"qa³³ʑi²²;ʔeu²⁴ʑin²²;ma³⁵ʑe⁵³luŋ³¹;ʔuŋ³¹ʑo²⁴;ʔə⁰²ʑo³⁵ʑo³⁵"
^s	s	S	772	"sen¹³tsai⁰⁴;so⁴³;so²²;so⁵⁵;səɯ⁵³"
^z	z	S	107	"zoŋ²²miat⁴⁴;zəm⁴²;zieu²²;zo³³;zɑŋ³⁵ntoŋ³⁵"
^ɕ	ɕ	S	347	"ɕɛ³³tsaŋ³⁵;ɕe³¹mpo³⁵;ɕat²¹;ɕa²⁴;ɕi⁴⁴"
^ʂ	ʂ	S	86	"ʂua⁴³tsi⁵⁵;ʂua⁵⁵;ʂəŋ¹¹;ʂe¹¹;ʂou⁵⁵"
^ʃ	ʃ	S	100	"ʃaːi⁵¹;ʃou⁴²;ʃəŋ⁴⁴;ʃu³⁵doːŋ³³;ʃei⁵⁵ŋkjəu¹¹"
^ʐ	ʐ	S	125	"ʐaŋ³¹hou³³tɬe³³;ʐã⁵⁵hə⁴²ʔõ²⁴;ʐaŋ⁵³tɕua⁴⁴tɕɔ⁴⁴;ʐe⁴³;ʐæ³²"
^ʑ	ʑ	S	431	"ʑuŋ³³hau⁵³ʔaŋ³⁵;ʑe⁵⁵mpo³⁵;ʑap²²;ʑau⁴²;ʑen²⁴ʑen²⁴"
sʰ	sʰ	S	32	"qə⁰²sʰo¹³;ʐɛ²⁴sʰa²⁴;qa³³sʰa⁴⁴;ɣi⁴⁴sʰa³³;nei⁵⁵ʔa⁴⁴po⁴⁴næ⁵³sʰe¹¹"
