Grapheme	IPA	SCA	FREQUENCY	EXAMPLES
^ŋ̥ŋ¹³$	ŋ̊ */ə ŋ ¹³	N E N 2	1	ŋ̥ŋ¹³
^n̩³¹$	n */ə n̩/n ³¹	N E N 3	0	
^n̩⁵³$	n */ə n̩/n ⁵³	N E N 3	0	
^ŋ̩³²$	ŋ */ə ŋ̍ ³²	N E N 3	1	ŋ̩³²
^ŋ̩³¹$	ŋ̍ */ə ŋ ³¹	N E N 3	3	"ŋ̩³¹;ŋ̩³¹;ŋ̩³¹"
^ŋ̩⁵³$	ŋ̍ */ə ŋ ⁵³	N E N 3	2	"ŋ̩⁵³;ŋ̩⁵³"
^ŋ̥ŋ³¹$	ŋ̊ */ə ŋ ³¹	N E N 3	2	"ŋ̥ŋ³¹;ŋ̥ŋ³¹"
^ŋ̥ŋ⁵³$	ŋ̊ */ə ŋ ⁵³	N E N 3	1	ŋ̥ŋ⁵³
^n̩³³$	n */ə n̩/n ³³	N E N 4	1	n̩³³
^ŋ̩³³$	ŋ̍ */ə ŋ ³³	N E N 4	3	"ŋ̩³³;ŋ̩³³;ŋ̩³³"
^ŋ̥ŋ³³$	ŋ̊ */ə ŋ ³³	N E N 4	0	
^n̩⁵⁵$	n */ə n̩/n ⁵⁵	N E N 5	2	"n̩⁵⁵;n̩⁵⁵"
^ŋ̩⁴⁴$	ŋ̍ */ə ŋ ⁴⁴	N E N 5	1	ŋ̩⁴⁴
^ŋ̩⁵⁵$	ŋ̍ */ə ŋ ⁵⁵	N E N 5	1	ŋ̩⁵⁵
^ŋ̥ŋ⁴⁴$	ŋ̊ */ə ŋ ⁴⁴	N E N 5	1	ŋ̥ŋ⁴⁴
^ŋ̩³¹³$	ŋ̍ */ə ŋ ³¹³	N E N 6	1	ŋ̩³¹³
^ŋ̥ŋ²³¹$	ŋ̊ */ə ŋ ²³¹	N E N 6	0	
^ŋ̥ŋ³¹³$	ŋ̊ */ə ŋ ³¹³	N E N 6	1	ŋ̥ŋ³¹³
^ŋ̥jei⁵³$	ŋ̊ j ei ⁵³	N J E 3	1	ŋ̥jei⁵³
^ŋ̥jɒ³⁵$	ŋ j ɒ ³⁵	N J O 2	3	"ŋ̥jɒ³⁵;ŋ̥jɒ³⁵;ŋ̥jɒ³⁵"
^ŋ̥jo⁵³$	ŋ j o ⁵³	N J U 3	1	ŋ̥jo⁵³
^ŋ̥oːŋ²⁴$	ŋ̊ oː ŋ ²⁴	N U N 2	1	ŋ̥oːŋ²⁴
^pŋ⁵⁵$	p */ə ŋ ⁵⁵	P E N 5	0	
^pŋ³¹³$	p */ə ŋ ³¹³	P E N 6	1	pŋ³¹³
^mplua¹³$	ⁿp lu/lʷ a ¹³	P L A 2	1	mplua¹³
^mpʐu¹³$	ⁿp ʐ u ¹³	P S Y 2	2	"mpʐu¹³;mpʐu¹³"
^tŋ⁵⁵$	t */ə ŋ ⁵⁵	T E N 5	1	tŋ⁵⁵
^tʰŋ⁵⁵$	tʰ */ə ŋ ⁵⁵	T E N 5	1	tʰŋ⁵⁵
^tlua³¹$	t lu/lʷ a ³¹	T L A 3	0	
^tsi⁵⁵tlua³¹$	t lu/lʷ a ³¹	T L A 3	1	tsi⁵⁵tlua³¹
^ma³¹³ŋ̥a³⁵$	m a ³¹³ + ŋ a ³⁵	M A 6 _ N A 2	1	ma³¹³ŋ̥a³⁵
^ʐa³²wua⁵³$	ʐ a ³² + w ua/a ⁵³	S A 3 _ W A 3	1	ʐa³²wua⁵³
^he³¹³ŋ̩³⁵$	h e ³¹³ + ŋ */ə ŋ̍ ³⁵	H E 6 _ N E N 2	1	he³¹³ŋ̩³⁵
^ge³¹³ŋ̩³¹³$	g e ³¹³ + ŋ̍ */ə ŋ ³¹³	K E 6 _ N E N 6	1	ge³¹³ŋ̩³¹³
^ma³¹³m̩³¹³$	m a ³¹³ + m */ə m̩/m ³¹³	M A 6 _ M E M 6	1	ma³¹³m̩³¹³
^me⁴²ŋ̩³³$	m e ⁴² + ŋ */ə ŋ̍ ³³	M E 3 _ N E N 4	1	me⁴²ŋ̩³³
^ŋ̩³⁵va³¹$	ŋ̍ */ə ŋ ³⁵ + v a ³¹	N E N 2 _ B A 3	1	ŋ̩³⁵va³¹
^ŋ̩⁵³ɕi³¹$	ŋ̍ */ə ŋ ⁵³ + ɕ i ³¹	N E N 3 _ S I 3	1	ŋ̩⁵³ɕi³¹
^bei¹³m̩³⁵$	b ei ¹³ + m */ə m̩/m ³⁵	P E 2 _ M E M 2	1	bei¹³m̩³⁵
^ɕi³¹ŋ̩⁵³$	ɕ i ³¹ + ŋ̍ */ə ŋ ⁵³	S I 3 _ N E N 3	1	ɕi³¹ŋ̩⁵³
^ʔŋ̩¹³pŋ³¹³$	ʔ */ə ŋ ¹³ + p */ə ŋ ³¹³	H E N 2 _ P E N 6	1	ʔŋ̩¹³pŋ³¹³
^gjeu³¹³ŋ̩³¹³$	g j eu ³¹³ + ŋ̍ */ə ŋ ³¹³	K J E 6 _ N E N 6	1	gjeu³¹³ŋ̩³¹³
^guːŋdoːm³⁵$	g uː ŋ ⁰ + d oː m ³⁵	K Y N 6 _ T U M 2	1	guːŋdoːm³⁵
^naːŋdzuŋ³³$	n aː ŋ ⁰ + dz u ŋ ³³	N A N 6 _ C Y N 4	1	naːŋdzuŋ³³
^ŋ̩³³kwe³³$	ŋ */ə ŋ̍ ³³ + k w e ³³	N E N 4 _ K W E 4	1	ŋ̩³³kwe³³
^nenʔnoŋ⁵⁵$	n e n ⁰ + ˀn o ŋ ⁵⁵	N E N 6 _ N U N 5	1	nenʔnoŋ⁵⁵
^kjon¹³ŋ̩³¹³$	k j o n ¹³ + ŋ̍ */ə ŋ ³¹³	K J U N 2 _ N E N 6	1	kjon¹³ŋ̩³¹³
^ha⁵³pŋ⁵⁵ni¹³$	h a ⁵³ + p */ə ŋ ⁵⁵ + n i ¹³	H A 3 _ P E N 5 _ N I 2	1	ha⁵³pŋ⁵⁵ni¹³
^la⁰³tsau³⁵ŋ̩³³$	l a ⁰/³ + ts au ³⁵ + ŋ */ə ŋ̍ ³³	L A 6 _ C A 2 _ N E N 4	1	la⁰³tsau³⁵ŋ̩³³
^ɕon⁵³pŋ⁵⁵ni¹³$	ɕ o ⁵³ + p */ə ŋ ⁵⁵ + n i ¹³	S U 3 _ P E N 5 _ N I 2	1	ɕon⁵³pŋ⁵⁵ni¹³
^ki⁰³daŋ³¹ŋ̩³¹$	k i ⁰/³ + d a ŋ ³¹ + ŋ */ə ŋ̍ ³¹	K I 6 _ T A N 3 _ N E N 3	1	ki⁰³daŋ³¹ŋ̩³¹
^n̩³¹ŋ̥jɒ³⁵nei⁵³$	n */ə n̩/n ³¹ + ŋ̊ j ɒ ³⁵ + n ei ⁵³	N E N 3 _ N J O 2 _ N E 3	1	n̩³¹ŋ̥jɒ³⁵nei⁵³
^ljaŋ¹³ho²¹ʔŋ⁴⁴$	l j a ŋ ¹³ + h o ²¹ + ʔ */ə ŋ ⁴⁴	L J A N 2 _ H U 3 _ H E N 5	1	ljaŋ¹³ho²¹ʔŋ⁴⁴
²²$	²²	1	1226	"qa³³ʑi²²;noŋ²²;ne³³taŋ²²;ʔeu²⁴ʑin²²;fu²²"
¹¹$	¹¹	1	681	"ntuŋ¹¹;pe⁵¹noːi¹¹;haɯ⁵⁵po¹¹;nəŋ¹¹;toːŋ¹¹"
²⁴$	²⁴	2	1112	"n̥ə̃²⁴;qʰaŋ³³nei²⁴;ʔa⁰²ɬa²⁴;ɬa²⁴;tə⁰²qə̃²⁴"
³⁴$	³⁴	2	1	nan³⁴
³⁵$	³⁵	2	2318	"ndɦu³⁵;tɑ³⁵pʐɑ³⁵n̥e³⁵;n̥e³⁵;qʰoŋ³¹ʔaŋ³⁵n̥ei³⁵;la⁰³n̥e³⁵"
¹²$	¹²	2	42	"toːn³³du¹²;toːn³³du¹²;nei¹²;ko¹²;mpli¹²"
¹³$	¹³	2	1678	"tɕi³¹ŋkoŋ¹³;ŋo¹³;n̥o¹³;la⁰⁴ni¹³;lu¹³"
³⁵³⁵$	³⁵	2	0	
²¹$	²¹	3	423	"məu²¹;so²²ɭe²¹;jo²¹y²¹;ɕat²¹;buŋ²¹"
³²$	³²	3	229	"hoŋ³²;lə³²ŋa³²;teu³²;lu³²mui³²;tæ³²"
³¹$	³¹	3	2455	"qo⁰⁵ŋɢwaŋ³¹;ʔə⁰²ŋɢwɑŋ³¹;nto³¹;pja⁵³vei³¹;kwan¹³ŋo³¹"
⁴²$	⁴²	3	1114	"koŋ⁴²;qə⁰²ɬa⁴²;ɬo⁴²;lo⁴²;tə⁰²ʔõ⁴²"
⁴³$	⁴³	3	194	"n̥o⁴³;n̥o⁴³qo⁴³;so⁴³;lai²⁴so⁴³;ŋkʰeu⁴³"
⁵²$	⁵²	3	2	"ʔa⁰²ʂa⁵²;mpa⁵⁵tæ⁵²"
⁵³$	⁵³	3	1843	"ntoŋ⁵³;vaŋ⁵³;qʰa³⁵n̥ei⁵³;qe³⁵ɬɑ⁵³;te³⁵te³⁵qe³⁵ɬɑ⁵³"
⁵¹$	⁵¹	3	138	"ʃaːi⁵¹;tiːŋ⁵¹;kjau⁵¹;teu⁵¹;ʔaːm⁵¹"
⁵⁴$	⁵⁴	3	162	"kwan¹³la⁵⁴;ɬiŋ⁴⁴tai⁵⁴;kji⁵⁴;mo⁵⁴;soŋ⁴⁴sui⁵⁴"
³³$	³³	4	2773	"ʔa⁰³waŋ³³;la⁰³waŋ³³;ŋkwaŋ³³;guŋ³³;n̥ɛ³³"
³³³$	³³	4	0	
⁴⁴$	⁴⁴	5	2186	"pɔ¹¹nei⁴⁴;ha³³no⁴⁴;ʔa⁵³nai⁴⁴;ɬi⁴⁴;ɬʰa⁴⁴"
⁵⁵$	⁵⁵	5	2616	"ŋqə̃⁵⁵;vɛ⁵⁵;vei⁵⁵;ŋkuŋ⁵⁵;n̥u⁵⁵"
²	²	6	0	
³	³	6	0	
¹	¹	6	0	
⁰	⁰	6	0	
⁴	⁴	6	0	
⁵	⁵	6	0	
²$	²	6	0	
³$	³	6	0	
¹$	¹	6	0	
⁰$	⁰	6	0	
⁴$	⁴	6	0	
⁵$	⁵	6	2	"zu⁵;doːt⁵"
⁰²$	⁰/²	6	0	
⁰³$	⁰/³	6	28	"ke⁵⁵ɕaŋ⁰³;ha⁵⁵tsɿ⁰³;pai⁵⁵tsɿ⁰³;luŋ⁵⁵tsɿ⁰³;ma³³tsɿ⁰³"
⁰⁴$	⁰/⁴	6	14	"sen¹³tsai⁰⁴;la⁵⁵tsai⁰⁴;luŋ¹³tsai⁰⁴;mai³¹³tsai⁰⁴;pin¹³tsai⁰⁴"
⁰⁵$	⁰/⁵	6	0	
²³²$	²³²	6	39	"hoŋ²³²;ʐæ²³²;tɕaŋ⁵³sɔ²³²;saŋ²³²;mi²³²"
²³¹$	²³¹	6	149	"ʔa⁰²to²³¹;təu²³¹;ʔa⁰²hu⁴²to²³¹;ʔa⁰²pe²³¹;laŋ²³¹"
²¹²$	²¹²	6	61	"to²¹²;ʑaŋ²¹²;tjeu²¹²;qeu⁴⁴lo²¹²;maŋ⁵³lo²¹²"
²⁴¹$	²⁴¹	6	87	"ta²⁴¹;ɣaŋ²⁴¹;na³¹lɔ²⁴¹;va³⁵lɔ²⁴¹;to³¹pu²⁴¹"
³²³$	³²³	6	1	ȵoŋ³²³
³¹²$	³¹²	6	1	ȵuŋ³¹²
³¹³$	³¹³	6	242	"la⁰⁴gwaŋ³¹³;yn³¹³;ɕi³¹³;la⁰³qʰuŋ³¹³;tə⁰³qo³¹³"
¹³¹$	¹³¹	6	1	nəŋ¹³¹
a	a	A	7057	"qo⁰⁵ŋɢwaŋ³¹;pja⁵³vei³¹;qa³³ʑi²²;kwan¹³ŋo³¹;ʔa⁰³waŋ³³"
ã	ã	A	88	"ʐã⁵⁵hə⁴²ʔõ²⁴;nã²²;pã⁴²tə³¹;pã³¹;kã²⁴"
ɑ	ɑ	A	552	"ʔə⁰²ŋɢwɑŋ³¹;tɑ³⁵pʐɑ³⁵n̥e³⁵;tɑ³⁵pʐɑ³⁵n̥e³⁵;ʔə⁰²n̥ɑ³¹;ʔə⁰²ɬɑ³⁵"
ai	ai	A	789	"ʔa⁵³nai⁴⁴;sen¹³tsai⁰⁴;ɬiŋ⁴⁴tai⁵⁴;lai²⁴so⁴³;so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵"
ao	ao	A	0	
au	au	A	1083	"n̥i²¹tau³¹;hau¹³;ʑuŋ³³hau⁵³ʔaŋ³⁵;kau⁴⁴;dzjau²⁴"
aɯ	aɯ	A	114	"haɯ⁵⁵po¹¹;zɦaɯ³⁵;so⁵⁵pi¹¹lɦai¹¹ndɦaɯ³⁵;naɯ⁵³;paɯ³³ȵtɕʰo³³"
aː	aː	A	135	"pa³³gaːŋ³⁵;ʔpaːm⁵³;tau⁵⁵ŋwaːt¹¹;ʔaːm⁵¹;djaːŋ²⁴koŋ³³"
ɑo	ɑo	A	0	
ɑu	ɑu	A	4	"tə⁰²plɑu⁵⁵;ʔə⁰²mblɑu³¹;tʰui⁵⁵pɑu³⁵;kʰɑu⁵⁵"
aəi	aəi/ai	A	1	taəi⁴²tɕɛ³⁵
aːi	aːi	A	54	"saːi⁵³;ʃaːi⁵¹;lə³¹pei⁵³faːi³³;gjau³⁵taːi³⁵;tʰaːi²⁴"
aːu	aːu	A	38	"tʃaːu⁵⁵;ʔaːu⁵¹;gin³³daːu³³;tim³⁵ʔtaːu³³;maːu³³"
f	f	B	67	"pu⁴⁴fu¹³;pje⁵⁵fu²²kʰɔ³⁵;lja²⁴fu¹³;ljen⁵³fu¹³;lə³¹pei⁵³faːi³³"
v	v	B	134	"pja⁵³vei³¹;ʔuŋ³³vei⁵⁵;χu⁵⁵vi⁵⁵;qʰuŋ⁵⁵vei⁵⁵;tə⁰²qʰoŋ⁵⁵vi⁵⁵"
^f	f	B	208	"fu²²;fu¹³;fu³⁵təɯ⁵³;faŋ³¹nin³¹;fa⁵³ɣe³³"
^v	v	B	255	"vɛ⁵⁵;vei⁵⁵;vaŋ⁵³;vɯa³⁵;von⁵³"
fʰ	fʰ	B	3	"qa³³fʰa⁴⁴;qa¹³fʰæ³³;taŋ¹¹fʰu³⁵"
vɦ	vʱ	B	4	"ȵɦu³⁵vɦæɯ³⁵;ŋgɦa³⁵vɦa¹¹;li⁵⁵vɦau³¹;kʰɯ³³vɦɯ¹¹"
ʔv	ˀv	B	1	tɯ⁴²ʔven³³
^fʰ	fʰ	B	15	"fʰu³⁵zɛ¹³pʰo³³;fʰu³⁵zɛ¹³tʂoŋ⁴⁴;fʰə³⁵;fʰu³⁵tɕʰu⁴⁴;fʰaŋ³³"
^vɦ	vʱ	B	6	"vɦaɯ³⁵;vɦai³¹;vɦai³⁵;vɦaɯ³⁵;vɦa¹¹"
^ʔv	ˀv	B	5	"ʔva³⁵;ʔve³⁵;ʔvi³⁵;ʔviəu²²;ʔvia³⁵"
c	c	C	26	"ne³¹cu²²;ne³¹cɑ²²;qo³⁵cɑ³⁵;te³⁵ca⁴⁴;qo³⁵cɔ⁵³"
ç	ç	C	0	
^c	c	C	17	"cɑ⁴⁴tu⁵³;ci⁵³;cɯ³¹;ci⁴⁴nɑ³⁵;cɔ³¹tɔ⁴²"
^ç	ç	C	5	"ço⁴⁴;çuŋ³⁵;çəu⁵³;çaŋ³⁵;çin³⁵"
cʰ	cʰ	C	0	
dz	dz	C	12	"xan²⁴dzu⁴²;pli³³dzɔŋ³³;bat¹²dziu³³;ʔuoːm³³dzui³¹;ʔən³³dzui²⁴"
dʐ	ɖʐ	C	1	tʰau³³dʐu³³
dʑ	dʑ	C	16	"ʔa⁵⁵dʑy⁵⁵;ki⁰³dʑa¹³;ɕuŋ⁵⁵kuŋ⁵⁵dʑan³¹;ʔa⁵⁵dʑi⁵³;ʔa⁵⁵dʑaɯ⁵⁵ntau³³"
ts	ts	C	323	"tʰjan⁵³ɕin⁵³tsi¹³;sen¹³tsai⁰⁴;ɕɛ³³tsaŋ³⁵;tʰɔ⁵³kʰju²²tsin³⁵;huŋ⁵⁵tsin⁵⁵"
tɕ	tɕ	C	389	"ʐaŋ⁵³tɕua⁴⁴tɕɔ⁴⁴;ʐaŋ⁵³tɕua⁴⁴tɕɔ⁴⁴;ʔa⁰²tɕi²⁴;ʔaŋ³⁵tɕi⁵⁵;ʔaŋ³⁵tɕi⁵⁵"
tʂ	ʈʂ	C	20	"pua⁴³tʂai¹³;fʰu³⁵zɛ¹³tʂoŋ⁴⁴;ʔa⁵⁵tʂey¹¹;ŋkɯ¹³tʂɯ¹³;ŋko⁵⁵tʂo²⁴"
^cʰ	cʰ	C	1	cʰi³⁵lji¹³
^dz	dz	C	58	"dzjau²⁴;dzaŋ¹³;dzɯ⁵³;dzui³¹;dzjaːm⁵³"
^dʐ	ɖʐ	C	1	dʐey³¹
^dʑ	dʑ	C	51	"dʑi³³;dʑəɯ³¹;dʑaŋ³¹təɯ³¹;dʑuŋ¹³mu³¹;dʑu⁴²tsɿ⁵³"
^ts	ts	C	499	"tsei⁵⁵;tsun²⁴;tsin⁴⁴;tsaŋ³⁵;tsu²⁴"
^tɕ	tɕ	C	958	"tɕi³¹ŋkoŋ¹³;tɕuŋ³³;tɕi³⁵;tɕua⁴⁴;tɕa⁴²"
^tʂ	ʈʂ	C	84	"tʂi⁴³;tʂʅ⁵⁵;tʂo⁵⁵;tʂo⁵⁵;tʂua¹³"
dzɦ	dzʱ	C	3	"ʔa⁵⁵dzɦie¹¹;ȵɦy¹¹dzɦau³⁵;tʰy¹¹dzɦaɯ³⁵"
dʐɦ	ɖʐʱ	C	0	
dʑɦ	dʑʱ	C	8	"qa⁵³dʑɦai¹¹;ʔa⁵⁵dʑɦi³¹ntau³³;ki⁵⁵mpa⁵⁵dʑɦau³⁵;gɦau³¹dʑɦa³⁵;tsɿ⁵⁵dʑɦau¹¹"
ntʂ	ⁿʈʂ	C	9	"laŋ¹³ntʂe²¹;to⁴³ntʂua¹³;kua⁴³ntʂua²⁴;kou³¹ntʂe³¹;pɛ³¹qə⁰²ntʂə̃²²"
tsʰ	tsʰ	C	116	"ʔa⁰²tsʰy⁵⁵;ʔə⁰²tsʰu⁵⁵;ʔa⁰²tsʰi⁵⁵;ʔə⁰²tsʰie⁵⁵;qo³⁵tsʰa⁵³"
tɕʰ	tɕʰ	C	93	"qa³³tɕʰu³³;qa³³tɕʰo⁴⁴;muŋ⁵⁵tɕʰuŋ⁰³;ʑuŋ³³tɕʰi³¹;ho³³tɕʰo²⁴"
tʂʰ	ʈʂʰ	C	18	"ʔa⁵⁵tʂʰu¹¹;ntʂe²¹tʂʰu³³;mploŋ³¹tʂʰua³¹;ʔa³³ndlɦau³⁵tʂʰa³¹;tɬaŋ⁴³tʂʰau⁴⁴"
ɳtʂ	ⁿʈʂ	C	1	wei³¹ɳtʂaɯ¹³
ɳʈʂ	ⁿʈʂ	C	1	ʔa⁵⁵ɳʈʂʅ¹¹ntau³³
^dzɦ	dzʱ	C	6	"dzɦo³⁵;dzɦaɯ³⁵;dzɦo³⁵;dzɦie¹¹;dzɦey³⁵"
^dʐɦ	ɖʐʱ	C	4	"dʐɦey¹¹;dʐɦu³⁵;dʐɦy³⁵;dʐɦy³¹"
^dʑɦ	dʑʱ	C	5	"dʑɦa³⁵;dʑɦie³⁵;dʑɦo³⁵;dʑɦɯ³⁵;dʑɦau³¹"
^ntʂ	ⁿʈʂ	C	27	"ntʂua²⁴;ntʂu¹³;ntʂe³¹;ntʂu³³;ntʂu¹³"
^tsʰ	tsʰ	C	230	"tsʰo³³;tsʰɪn³⁵;tsʰa³³;tsʰa²¹;tsʰau³³"
^tɕʰ	tɕʰ	C	172	"tɕʰaŋ³¹;tɕʰon³¹³;tɕʰau³¹;tɕʰɛ⁵³;tɕʰi⁵⁵"
^tʂʰ	ʈʂʰ	C	40	"tʂʰou⁵⁵;tʂʰau⁵⁵;tʂʰu³³;tʂʰua³¹;tʂʰa³¹"
^ɳtʂ	ⁿʈʂ	C	4	"ɳtʂə⁵⁵;ɳtʂə³³;ɳtʂə³³;ɳtʂʅ¹¹"
^ɳʈʂ	ⁿʈʂ	C	0	
ntʂʰ	ⁿʈʂʰ	C	3	"ŋqai³¹ntʂʰi⁵⁵;qə⁰²ntʂʰõ²⁴;pe³¹ntʂʰe⁴²"
ɳdʐɦ	ⁿɖʐʱ	C	1	hi³¹ɳdʐɦa¹¹
ɳtʂʰ	ⁿʈʂʰ	C	1	ʔa⁵⁵ɳtʂʰa¹¹so⁵⁵
^ntʂʰ	ⁿʈʂʰ	C	5	"ntʂʰaŋ⁵⁵;ntʂʰe⁴²;ntʂʰa⁴³;ntʂʰa⁴³;ntʂʰai⁴⁴"
^ɳtʂʰ	ⁿʈʂʰ	C	5	"ɳtʂʰaɯ⁵⁵;ɳtʂʰaɯ⁵⁵;ɳtʂʰie⁵⁵;ɳtʂʰie⁵⁵;ɳtʂʰai³³"
ð	ð	D	22	"ʔə⁰²ðo⁵⁵;ʔə⁰²ðo³⁵mɑ³⁵;mpja³³ðaŋ⁴⁴;ka⁴⁴ðe⁵⁵;kwei⁴⁴ka¹¹ðau¹¹"
θ	θ	D	12	"ʔa⁰²θo⁴²;ŋ̩⁵³wei¹¹tʃɒŋ¹¹θeŋ³³;θi⁴⁴θəŋ³³nei⁴⁴;ʔa⁰²θo⁵³;ʔa⁰²θa¹³"
^ð	ð	D	29	"ða³⁵;ðau⁵³;ðja⁴⁴;ðei³⁵;ðei³⁵tjəu³¹"
^θ	θ	D	54	"θei⁵³;θi⁴⁴θəŋ³³nei⁴⁴;θəŋ⁴⁴;θəŋ⁵³;θi⁵³"
e	e	E	2586	"tɑ³⁵pʐɑ³⁵n̥e³⁵;n̥e³⁵;la⁰³n̥e³⁵;pe⁵¹noːi¹¹;qe³⁵ɬɑ⁵³"
æ	æ	E	205	"tæ⁵⁵;tæ³²;kæ⁴²;ɭæn⁵³;ʐæ³²"
ə	ə	E	1446	"ʔə⁰²ŋɢwɑŋ³¹;ʔə⁰²n̥ɑ³¹;n̥əŋ³³;ʔə⁰²ɬɑ³⁵;qə⁰²ɬa⁴²"
ɛ	ɛ	E	618	"vɛ⁵⁵;n̥ɛ³³;tɛ³³qɛ³³;tɛ³³qɛ³³;ɕɛ³³tsaŋ³⁵"
ẽ	ẽ	E	81	"lẽ⁵⁵;sʰẽ²⁴nzɯ³¹;qə⁰²pẽ¹³;ʂẽ²⁴;ɕʰẽ¹³"
^ə	ə	E	3	"ə³⁵ye¹³;ə²⁴ɕoŋ⁴⁴;ə⁴⁴"
^ɛ	ɛ	E	1	ɛ³⁵
ei	ei	E	1209	"pja⁵³vei³¹;vei⁵⁵;qʰa³⁵n̥ei⁵³;qʰaŋ³³nei²⁴;pɔ¹¹nei⁴⁴"
eu	eu	E	679	"ʔeu²⁴ʑin²²;vuŋ²²heu³⁵ʔeu²⁴;vuŋ²²heu³⁵ʔeu²⁴;ɣam³¹heu³⁵ʔu¹³;keu³⁵"
ey	ey	E	64	"dey³³;ȵtɕʰey⁵⁵;ʔa⁵⁵ʑɦey¹¹lɦau¹¹;ʔa¹¹ʑɦey¹¹lɦau¹¹;ʔa¹¹ʑɦey¹¹ɬa¹¹"
eɯ	eɯ	E	22	"heɯ⁴⁴;ni⁵⁵ljeɯ⁴⁴;ʔeɯ¹¹;suŋ⁵⁵teɯ¹¹;ɬjeɯ¹¹"
eː	eː	E	15	"teːn¹¹;kjeːŋ³⁵;kjeːŋ³⁵dai⁵¹;tau⁵⁵dau⁵¹kjeːŋ³⁵;kjeːŋ³⁵ȵaːu⁵¹"
æɯ	æɯ	E	1	ȵɦu³⁵vɦæɯ³⁵
æ̃	æ̃	E	48	"tju³³væ̃⁵⁵;khæ̃⁴⁴væ̃⁵⁵;khæ̃⁴⁴væ̃⁵⁵;qʰo³³ɬæ̃⁴⁴;ʔeu⁴⁴kʰi⁴⁴tæ̃³³"
əi	əi	E	31	"dəi³³;təi⁴²;ɕəi⁵³;bjau⁴²səi²⁴;tsəi³⁵"
əu	əu	E	268	"ʔləu³³li¹³;məu²¹;ʔtəu⁴²tʃəp⁴²;təu²³¹;ʔtəu³¹"
əɯ	əɯ	E	127	"yn³¹təɯ⁵³;səɯ⁵³;sɿ⁵⁵təɯ⁵³;ləɯ³¹daŋ³¹mei³¹;fu³⁵təɯ⁵³"
